time lambda_sum beta_sun ra dec x_sun y_sun z_sun x_gc y_gc z_gc dist v_gsr
-7.9961 99.3838 5.36535 29.7451 -8.51732 -8.56199 51.8098 4.93185 29.31 5.0304 -47.984 52.7436 62.7483 
-7.9889 98.4261 5.27748 28.869 -8.92598 -7.76226 52.4008 4.89312 28.694 5.2877 -48.722 53.1981 60.1527 
-7.9817 97.471 5.18956 27.9937 -9.33262 -6.94502 52.9595 4.85115 28.053 5.5435 -49.433 53.6328 57.5973 
-7.9744 96.5189 5.10174 27.1194 -9.73709 -6.11198 53.4874 4.80633 27.389 5.7975 -50.118 54.0496 55.0774 
-7.9672 95.5691 5.01358 26.2453 -10.1392 -5.26362 53.9826 4.75821 26.702 6.0497 -50.775 54.4469 52.5914 
-7.96 94.6197 4.9256 25.37 -10.5403 -4.39951 54.4469 4.70754 25.992 6.2998 -51.406 54.8268 50.1417 
-7.9527 93.6711 4.83727 24.4935 -10.9395 -3.52109 54.8786 4.65378 25.26 6.5478 -52.009 55.188 47.7242 
-7.9455 92.7242 4.74851 23.6163 -11.3363 -2.63029 55.2783 4.59702 24.508 6.7935 -52.584 55.5315 45.3384 
-7.9383 91.7756 4.65975 22.7355 -11.7326 -1.725 55.6463 4.53779 23.734 7.0367 -53.132 55.8577 42.9877 
-7.931 90.8282 4.57049 21.8535 -12.1264 -0.809294 55.9828 4.47572 22.942 7.2773 -53.652 56.1672 40.6634 
-7.9238 89.8794 4.48074 20.9678 -12.5188 0.118486 56.2861 4.41078 22.13 7.5152 -54.143 56.4588 38.3711 
-7.9166 88.9287 4.39076 20.0781 -12.9102 1.05758 56.5576 4.34345 21.299 7.7501 -54.606 56.734 36.1079 
-7.9094 87.9774 4.30014 19.1851 -13.2996 2.00584 56.7966 4.27336 20.451 7.982 -55.04 56.9925 33.8733 
-7.9021 87.0243 4.20909 18.2878 -13.6874 2.9632 57.0032 4.20081 19.586 8.2106 -55.445 57.2346 31.6668 
-7.8949 86.0693 4.11742 17.386 -14.0735 3.92872 57.1777 4.12572 18.705 8.4359 -55.821 57.4608 29.4842 
-7.8877 85.1118 4.02518 16.4789 -14.4581 4.90212 57.319 4.04817 17.808 8.6576 -56.167 57.6705 27.3269 
-7.8804 84.1513 3.93236 15.5661 -14.8412 5.88267 57.4283 3.96831 16.896 8.8757 -56.484 57.865 25.1955 
-7.8732 83.1883 3.83886 14.6477 -15.2224 6.86888 57.5039 3.88601 15.97 9.0898 -56.77 58.0429 23.0876 
-7.866 82.2214 3.74465 13.7226 -15.6021 7.86101 57.5468 3.8014 15.03 9.3 -57.026 58.2055 21.0027 
-7.8588 81.2518 3.6498 12.7916 -15.9797 8.85709 57.5574 3.71464 14.078 9.506 -57.252 58.3532 18.9393 
-7.8515 80.2784 3.55414 11.8535 -16.3553 9.85688 57.5347 3.62561 13.114 9.7077 -57.447 58.4855 16.896 
-7.8443 79.3023 3.45764 10.9092 -16.7283 10.8584 57.4794 3.53436 12.14 9.9049 -57.611 58.6027 14.8696 
-7.8371 78.3215 3.36086 9.95706 -17.0999 11.8626 57.3908 3.44155 11.155 10.097 -57.744 58.705 12.8641 
-7.8298 77.3359 3.26269 8.99628 -17.469 12.8686 57.2696 3.34614 10.16 10.285 -57.846 58.7929 10.8753 
-7.8226 76.3468 3.16358 8.02821 -17.8352 13.8738 57.1152 3.24862 9.1573 10.468 -57.916 58.8658 8.9024 
-7.8154 75.3531 3.06458 7.05214 -18.1997 14.8785 56.9283 3.1502 8.1467 10.645 -57.955 58.9247 6.94374 
-7.8088 74.4456 2.97304 6.15699 -18.528 15.7904 56.7291 3.05828 7.2221 10.802 -57.962 58.9651 5.17489 
-7.8022 73.5341 2.88134 5.25472 -18.8545 16.7004 56.5031 2.96549 6.2924 10.954 -57.943 58.994 3.41662 
-7.7957 72.6186 2.78822 4.34465 -19.1778 17.6075 56.2497 2.87056 5.3585 11.102 -57.897 59.011 1.66772 
-7.7891 71.6989 2.69473 3.42711 -19.4988 18.5114 55.9698 2.77465 4.421 11.245 -57.825 59.0169 -0.0732164 
-7.7825 70.7748 2.60039 2.50154 -19.817 19.4109 55.6617 2.67727 3.4806 11.383 -57.725 59.0099 -1.80625 
-7.7759 69.8464 2.50546 1.56802 -20.1325 20.3057 55.3274 2.57883 2.538 11.516 -57.599 58.9923 -3.53331 
-7.7694 68.9134 2.41061 0.626518 -20.4456 21.1949 54.9661 2.48003 1.5938 11.643 -57.446 58.9631 -5.25482 
-7.7628 67.9757 2.31362 359.676 -20.7544 22.0776 54.5773 2.37863 0.64895 11.766 -57.265 58.9216 -6.97173 
-7.7562 67.0332 2.21649 358.717 -21.0604 22.9533 54.1617 2.27677 -0.29599 11.883 -57.057 58.8688 -8.68547 
-7.7497 66.0859 2.11911 357.749 -21.3633 23.8211 53.7197 2.17441 -1.2402 11.994 -56.822 58.8046 -10.3949 
-7.7431 65.1335 2.02041 356.772 -21.6621 24.6807 53.2514 2.07053 -2.1831 12.1 -56.56 58.7294 -12.1045 
-7.7365 64.1759 1.92105 355.786 -21.9572 25.5307 52.7561 1.96582 -3.1237 12.2 -56.27 58.642 -13.8146 
-7.7299 63.2131 1.82014 354.789 -22.2475 26.3708 52.2351 1.85947 -4.0613 12.295 -55.953 58.5438 -15.5225 
-7.7234 62.2449 1.7195 353.784 -22.5347 27.2003 51.688 1.75341 -4.9953 12.383 -55.609 58.4344 -17.2333 
-7.7168 61.271 1.61786 352.768 -22.8173 28.018 51.1144 1.64637 -5.9248 12.465 -55.237 58.313 -18.947 
-7.7102 60.2913 1.5151 351.742 -23.095 28.8232 50.5146 1.53829 -6.849 12.541 -54.837 58.1796 -20.6627 
-7.7037 59.3058 1.41226 350.706 -23.3686 29.6153 49.8894 1.43034 -7.7671 12.61 -54.41 58.035 -22.3838 
-7.6971 58.3139 1.30807 349.659 -23.6369 30.3936 49.2382 1.32126 -8.6785 12.673 -53.955 57.8785 -24.1093 
-7.6912 57.4163 1.21389 348.708 -23.8741 31.0816 48.6315 1.22296 -9.4921 12.724 -53.523 57.7285 -25.6677 
-7.6853 56.5131 1.11848 347.747 -24.1064 31.7572 48.0037 1.12374 -10.299 12.77 -53.068 57.5686 -27.229 
-7.6793 55.6042 1.02298 346.777 -24.335 32.4201 47.3558 1.02478 -11.099 12.81 -52.591 57.3993 -28.8 
-7.6734 54.6907 0.927205 345.799 -24.5589 33.0684 46.6881 0.925943 -11.89 12.844 -52.092 57.2202 -30.3786 
-7.6675 53.771 0.830182 344.81 -24.7776 33.7032 46.0007 0.826332 -12.673 12.873 -51.571 57.0321 -31.9635 
-7.6616 52.8449 0.73255 343.811 -24.9916 34.3231 45.2927 0.726619 -13.447 12.896 -51.027 56.8334 -33.5516 
-7.6557 51.9123 0.634697 342.802 -25.2009 34.9287 44.566 0.627267 -14.212 12.913 -50.462 56.6262 -35.1521 
-7.6498 50.974 0.536224 341.783 -25.4047 35.5177 43.8201 0.527918 -14.966 12.924 -49.875 56.4091 -36.7602 
-7.6439 50.0291 0.436079 340.753 -25.602 36.0903 43.0552 0.4276 -15.709 12.93 -49.266 56.1822 -38.3817 
-7.6379 49.0768 0.33618 339.712 -25.7947 36.6462 42.2709 0.328255 -16.441 12.929 -48.635 55.9454 -40.006 
-7.632 48.1179 0.235348 338.661 -25.981 37.1837 41.468 0.228785 -17.16 12.922 -47.982 55.6981 -41.645 
-7.6261 47.1513 0.133816 337.597 -26.1613 37.7039 40.6471 0.129486 -17.867 12.909 -47.308 55.4418 -43.2931 
-7.6202 46.1773 0.0321593 336.523 -26.3358 38.2045 39.8077 0.0309688 -18.56 12.889 -46.612 55.1746 -44.9526 
-7.6143 45.194 -0.0716423 335.435 -26.5026 38.6868 38.9498 -0.0686438 -19.24 12.864 -45.894 54.8977 -46.6157 
-7.609 44.3137 -0.162846 334.458 -26.6466 39.0987 38.1731 -0.155308 -19.832 12.835 -45.239 54.6436 -48.1149 
-7.6038 43.4259 -0.256072 333.471 -26.7837 39.4943 37.3818 -0.243043 -20.412 12.802 -44.566 54.3807 -49.6105 
-7.5985 42.5309 -0.348839 332.473 -26.9162 39.8739 36.5772 -0.329443 -20.98 12.763 -43.877 54.1103 -51.1236 
-7.5932 41.6291 -0.442608 331.466 -27.0422 40.2353 35.7591 -0.415838 -21.534 12.719 -43.171 53.8309 -52.643 
-7.588 40.7188 -0.537037 330.447 -27.1622 40.5807 34.928 -0.501868 -22.076 12.67 -42.449 53.5445 -54.1672 
-7.5827 39.8001 -0.63154 329.416 -27.2765 40.9079 34.0833 -0.586924 -22.604 12.615 -41.71 53.2491 -55.7114 
-7.5775 38.873 -0.726949 328.374 -27.3839 41.2172 33.226 -0.671741 -23.118 12.555 -40.955 52.9459 -57.2543 
-7.5722 37.9368 -0.823664 327.32 -27.4839 41.5074 32.3555 -0.756618 -23.617 12.49 -40.183 52.6337 -58.8111 
-7.567 36.9913 -0.920429 326.253 -27.5776 41.7786 31.4725 -0.840351 -24.101 12.419 -39.395 52.3132 -60.3744 
-7.5617 36.0362 -1.01702 325.175 -27.6647 42.0311 30.5779 -0.922706 -24.57 12.342 -38.592 51.9853 -61.9457 
-7.5564 35.0702 -1.11516 324.082 -27.7436 42.2635 29.6705 -1.00518 -25.023 12.26 -37.772 51.6483 -63.5217 
-7.5512 34.093 -1.2136 322.975 -27.8153 42.476 28.7508 -1.08658 -25.46 12.172 -36.936 51.303 -65.1105 
-7.5466 33.2286 -1.30013 321.995 -27.8715 42.6443 27.936 -1.15701 -25.828 12.09 -36.191 50.993 -66.5038 
-7.542 32.3565 -1.3874 321.005 -27.9208 42.7959 27.1136 -1.227 -26.182 12.004 -35.435 50.6769 -67.903 
-7.5374 31.4737 -1.47556 320.002 -27.9635 42.9327 26.2821 -1.29667 -26.524 11.914 -34.667 50.3552 -69.3069 
-7.5328 30.581 -1.56412 318.987 -27.9994 43.0514 25.4412 -1.36547 -26.851 11.819 -33.886 50.0254 -70.7125 
-7.5282 29.6783 -1.65243 317.961 -28.029 43.1533 24.5925 -1.43287 -27.164 11.719 -33.094 49.6896 -72.1202 
-7.5236 28.7649 -1.74205 316.922 -28.0505 43.2375 23.7355 -1.50013 -27.462 11.615 -32.29 49.3468 -73.536 
-7.519 27.84 -1.83149 315.869 -28.0652 43.3049 22.8707 -1.56599 -27.746 11.506 -31.475 48.9984 -74.9524 
-7.5144 26.9035 -1.92242 314.804 -28.0709 43.3536 21.9979 -1.63178 -28.014 11.393 -30.648 48.6427 -76.3693 
-7.5098 25.9545 -2.01377 313.724 -28.0687 43.3835 21.1169 -1.69653 -28.266 11.275 -29.809 48.2797 -77.7917 
-7.5052 24.9919 -2.10516 312.629 -28.0584 43.3956 20.2282 -1.75994 -28.503 11.152 -28.959 47.911 -79.2053 
-7.5006 24.0165 -2.19683 311.52 -28.0395 43.3882 19.3326 -1.82214 -28.723 11.024 -28.098 47.5353 -80.6205 
-7.4966 23.1692 -2.27655 310.557 -28.0153 43.3662 18.5592 -1.87523 -28.898 10.911 -27.351 47.2079 -81.8372 
-7.4927 22.3108 -2.35607 309.582 -27.9846 43.3303 17.7806 -1.92706 -29.061 10.794 -26.596 46.8762 -83.0471 
-7.4888 21.4411 -2.43714 308.595 -27.9454 43.2784 16.9964 -1.97896 -29.21 10.674 -25.832 46.5383 -84.2528 
-7.4848 20.5597 -2.51774 307.595 -27.8995 43.2127 16.2079 -2.02937 -29.347 10.55 -25.061 46.1969 -85.4579 
-7.4809 19.6653 -2.59877 306.582 -27.8458 43.131 15.4137 -2.07889 -29.47 10.422 -24.281 45.8496 -86.6544 
-7.4769 18.7585 -2.67946 305.556 -27.7845 43.0346 14.6154 -2.12698 -29.58 10.29 -23.494 45.4984 -87.8457 
-7.473 17.839 -2.76164 304.517 -27.7137 42.9214 13.8128 -2.17498 -29.675 10.155 -22.699 45.1417 -89.0358 
-7.469 16.905 -2.84399 303.464 -27.6342 42.7924 13.0054 -2.22184 -29.756 10.016 -21.896 44.7802 -90.2106 
-7.4651 15.9557 -2.92676 302.395 -27.5453 42.6476 12.1933 -2.26777 -29.823 9.8732 -21.085 44.4144 -91.3736 
-7.4612 14.9919 -3.00979 301.311 -27.447 42.4862 11.3777 -2.3126 -29.875 9.7266 -20.267 44.044 -92.5281 
-7.4579 14.1769 -3.079 300.397 -27.3577 42.3391 10.6953 -2.34898 -29.907 9.6014 -19.58 43.7322 -93.4859 
-7.4546 13.3496 -3.14878 299.47 -27.2608 42.1797 10.0094 -2.38483 -29.928 9.4735 -18.887 43.4166 -94.425 
-7.4513 12.5107 -3.21882 298.532 -27.1563 42.0081 9.32118 -2.41992 -29.938 9.3429 -18.189 43.0978 -95.3568 
-7.448 11.6599 -3.28915 297.583 -27.044 41.8235 8.63071 -2.45423 -29.936 9.2095 -17.486 42.7752 -96.2773 
-7.4447 10.7967 -3.35912 296.622 -26.9243 41.6279 7.93847 -2.48738 -29.924 9.0733 -16.779 42.451 -97.1858 
-7.4414 9.91922 -3.42985 295.648 -26.7955 41.419 7.2431 -2.52007 -29.9 8.9344 -16.066 42.123 -98.076 
-7.4381 9.02785 -3.50076 294.66 -26.658 41.1971 6.5455 -2.55188 -29.864 8.7926 -15.348 41.7918 -98.95 
-7.4349 8.12254 -3.57131 293.66 -26.512 40.9632 5.84636 -2.5825 -29.817 8.6479 -14.626 41.4588 -99.8094 
-7.4316 7.20242 -3.64233 292.646 -26.3563 40.7152 5.14528 -2.6124 -29.757 8.5004 -13.899 41.1221 -100.648 
-7.4283 6.2679 -3.71331 291.62 -26.1911 40.4535 4.44317 -2.64124 -29.684 8.35 -13.168 40.7824 -101.47 
-7.425 5.31506 -3.78481 290.576 -26.015 40.1784 3.73789 -2.66942 -29.599 8.1967 -12.431 40.4401 -102.265 
-7.4224 4.54166 -3.84164 289.732 -25.8671 39.9488 3.17327 -2.69101 -29.522 8.0719 -11.839 40.1649 -102.883 
-7.4197 3.75724 -3.89865 288.877 -25.712 39.7096 2.60775 -2.71202 -29.436 7.9452 -11.244 39.8874 -103.487 
-7.4171 2.96219 -3.95529 288.014 -25.5501 39.462 2.04201 -2.73216 -29.342 7.8166 -10.647 39.6091 -104.076 
-7.4145 2.15555 -4.01214 287.14 -25.3805 39.2038 1.4756 -2.75169 -29.238 7.686 -10.047 39.3279 -104.646 
-7.4119 1.33498 -4.06906 286.254 -25.2029 38.9378 0.907409 -2.77072 -29.127 7.5536 -9.4436 39.0468 -105.188 
-7.4092 0.503088 -4.12567 285.359 -25.0177 38.6615 0.339477 -2.7888 -29.006 7.4191 -8.8382 38.7634 -105.715 
-7.4066 359.658 -4.18225 284.452 -24.8242 38.3756 -0.228983 -2.80622 -28.876 7.2827 -8.2302 38.4787 -106.218 
-7.404 358.8 -4.23892 283.535 -24.622 38.0793 -0.797523 -2.823 -28.736 7.1444 -7.6198 38.1921 -106.696 
-7.4013 357.928 -4.29514 282.606 -24.4113 37.7735 -1.36635 -2.83884 -28.587 7.004 -7.0071 37.9047 -107.151 
-7.3987 357.042 -4.35102 281.665 -24.1915 37.4583 -1.93544 -2.85385 -28.429 6.8616 -6.3921 37.6167 -107.577 
-7.3961 356.141 -4.40669 280.712 -23.9624 37.1326 -2.50445 -2.86806 -28.261 6.7172 -5.7749 37.3273 -107.974 
-7.3935 355.226 -4.46232 279.746 -23.7234 36.7956 -3.07301 -2.88153 -28.082 6.5708 -5.1556 37.036 -108.342 
-7.3908 354.294 -4.51728 278.768 -23.4745 36.4492 -3.64168 -2.89402 -27.894 6.4223 -4.5342 36.7449 -108.676 
-7.3882 353.347 -4.57186 277.778 -23.2154 36.0915 -4.20964 -2.90558 -27.695 6.2717 -3.911 36.4522 -108.978 
-7.3862 352.626 -4.61247 277.026 -23.014 35.8163 -4.63529 -2.91366 -27.539 6.1574 -3.4424 36.2324 -109.18 
-7.3843 351.895 -4.6529 276.266 -22.8064 35.5349 -5.06055 -2.92128 -27.377 6.042 -2.9728 36.0122 -109.362 
-7.3823 351.154 -4.69279 275.499 -22.5926 35.2474 -5.4854 -2.92823 -27.209 5.9253 -2.5023 35.7917 -109.52 
-7.3803 350.404 -4.73243 274.724 -22.3722 34.9538 -5.90977 -2.93471 -27.035 5.8075 -2.0309 35.5711 -109.657 
-7.3783 349.643 -4.77158 273.941 -22.1453 34.654 -6.3336 -2.94058 -26.855 5.6885 -1.5587 35.3505 -109.768 
-7.3764 348.871 -4.81044 273.15 -21.9116 34.3471 -6.75654 -2.9459 -26.668 5.5683 -1.0858 35.1291 -109.856 
-7.3744 348.089 -4.84896 272.351 -21.6707 34.0332 -7.17858 -2.95067 -26.474 5.4469 -0.6122 34.907 -109.917 
-7.3724 347.296 -4.88661 271.543 -21.4231 33.7142 -7.60013 -2.95472 -26.275 5.3243 -0.13802 34.6863 -109.946 
-7.3705 346.493 -4.92393 270.728 -21.1681 33.3873 -8.02007 -2.95817 -26.068 5.2005 0.33638 34.4643 -109.951 
-7.3685 345.679 -4.96014 269.905 -20.9066 33.0546 -8.43829 -2.96073 -25.855 5.0755 0.81033 34.2429 -109.919 
-7.3665 344.856 -4.99553 269.075 -20.6383 32.7152 -8.85429 -2.96252 -25.635 4.9494 1.2836 34.0214 -109.86 
-7.3645 344.022 -5.02969 268.238 -20.3631 32.369 -9.26804 -2.9633 -25.408 4.822 1.7561 33.7999 -109.754 
-7.3626 343.179 -5.06258 267.393 -20.0813 32.0172 -9.67952 -2.96317 -25.175 4.6935 2.2276 33.5793 -109.612 
-7.3606 342.325 -5.0945 266.542 -19.7921 31.6577 -10.0882 -2.96215 -24.934 4.5638 2.6981 33.358 -109.432 
-7.3586 341.46 -5.12484 265.682 -19.4961 31.2926 -10.4946 -2.96009 -24.687 4.4329 3.1675 33.1379 -109.203 
-7.3567 340.585 -5.15395 264.816 -19.1926 30.9208 -10.8983 -2.95712 -24.433 4.3009 3.6357 32.9183 -108.935 
-7.3547 339.698 -5.1817 263.941 -18.8818 30.5426 -11.2991 -2.95321 -24.172 4.1678 4.1025 32.6992 -108.618 
-7.3527 338.801 -5.208 263.059 -18.5635 30.1577 -11.6969 -2.94833 -23.904 4.0336 4.5678 32.4808 -108.25 
-7.3507 337.892 -5.2328 262.169 -18.2375 29.7664 -12.0917 -2.94248 -23.629 3.8983 5.0316 32.2631 -107.832 
-7.3488 336.972 -5.25592 261.271 -17.9039 29.3686 -12.4832 -2.93558 -23.347 3.7619 5.4936 32.0463 -107.363 
-7.3468 336.04 -5.2773 260.365 -17.5626 28.9644 -12.8715 -2.92765 -23.058 3.6244 5.9538 31.8305 -106.843 
-7.3448 335.097 -5.29716 259.451 -17.2132 28.5538 -13.2562 -2.91882 -22.762 3.486 6.412 31.6159 -106.261 
-7.3429 334.141 -5.3149 258.528 -16.8559 28.1368 -13.6376 -2.90881 -22.459 3.3464 6.8682 31.4026 -105.618 
-7.3409 333.173 -5.33116 257.597 -16.4901 27.7124 -14.0148 -2.89789 -22.148 3.2059 7.3221 31.1896 -104.911 
-7.3389 332.193 -5.34512 256.658 -16.1166 27.2828 -14.3886 -2.88585 -21.831 3.0644 7.7737 30.9792 -104.144 
-7.3369 331.201 -5.35709 255.711 -15.7347 26.8469 -14.7584 -2.87281 -21.507 2.922 8.2228 30.7704 -103.315 
-7.3356 330.533 -5.36385 255.074 -15.4755 26.5526 -15.0026 -2.86349 -21.287 2.8265 8.5208 30.632 -102.721 
-7.3343 329.859 -5.36956 254.434 -15.2127 26.2558 -15.245 -2.85367 -21.064 2.7306 8.8175 30.4946 -102.101 
-7.333 329.18 -5.37447 253.79 -14.9459 25.9563 -15.4856 -2.84349 -20.838 2.6344 9.1131 30.3582 -101.443 
-7.3317 328.494 -5.37836 253.142 -14.6753 25.6532 -15.724 -2.83276 -20.608 2.5377 9.4073 30.2218 -100.756 
-7.3304 327.803 -5.38085 252.49 -14.4014 25.3484 -15.9607 -2.82146 -20.376 2.4406 9.7002 30.0873 -100.034 
-7.3291 327.106 -5.38269 251.835 -14.1231 25.0401 -16.1952 -2.80982 -20.14 2.3432 9.9918 29.9531 -99.2733 
-7.3277 326.404 -5.38333 251.175 -13.8411 24.7291 -16.4278 -2.79766 -19.901 2.2454 10.282 29.8199 -98.4849 
-7.3264 325.695 -5.38272 250.511 -13.5555 24.4165 -16.6587 -2.78506 -19.66 2.1473 10.571 29.6889 -97.6644 
-7.3251 324.982 -5.38093 249.844 -13.2663 24.1004 -16.8868 -2.77186 -19.415 2.0488 10.858 29.558 -96.8052 
-7.3238 324.261 -5.37821 249.172 -12.9726 23.7817 -17.1132 -2.75833 -19.167 1.95 11.144 29.4285 -95.8961 
-7.3225 323.536 -5.37396 248.497 -12.6758 23.4604 -17.3371 -2.74413 -18.916 1.8508 11.428 29.3001 -94.9674 
-7.3212 322.806 -5.36825 247.819 -12.376 23.1377 -17.5586 -2.7294 -18.663 1.7514 11.71 29.1737 -94.0009 
-7.3199 322.069 -5.36164 247.135 -12.0713 22.8114 -17.7782 -2.7143 -18.406 1.6516 11.991 29.048 -92.9856 
-7.3185 321.326 -5.35381 246.448 -11.7629 22.4826 -17.9951 -2.69874 -18.146 1.5516 12.27 28.9236 -91.9417 
-7.3172 320.576 -5.34473 245.756 -11.4502 22.151 -18.2105 -2.68274 -17.883 1.4512 12.548 28.8008 -90.838 
-7.3159 319.824 -5.33371 245.063 -11.1355 21.8183 -18.4225 -2.66598 -17.618 1.3506 12.823 28.6799 -89.7234 
-7.3146 319.063 -5.32188 244.363 -10.8156 21.4819 -18.6327 -2.64895 -17.349 1.2497 13.097 28.5598 -88.5453 
-7.3133 318.296 -5.30873 243.66 -10.492 21.143 -18.8402 -2.63145 -17.077 1.1486 13.369 28.4413 -87.3343 
-7.312 317.525 -5.29374 242.953 -10.1656 20.8027 -19.0454 -2.61332 -16.803 1.0472 13.639 28.325 -86.0772 
-7.3107 316.748 -5.27751 242.243 -9.83532 20.4599 -19.2479 -2.59478 -16.526 0.94566 13.907 28.2103 -84.7878 
-7.3093 315.966 -5.25978 241.528 -9.50145 20.1147 -19.4479 -2.57572 -16.246 0.84386 14.173 28.0972 -83.4484 
-7.308 315.177 -5.24062 240.809 -9.16386 19.767 -19.6452 -2.55618 -15.963 0.74186 14.437 27.9858 -82.0732 
-7.3067 314.384 -5.21978 240.087 -8.82324 19.4179 -19.8401 -2.53613 -15.678 0.63968 14.699 27.8768 -80.6488 
-7.3054 313.584 -5.19752 239.361 -8.47889 19.0663 -20.0325 -2.51564 -15.39 0.53732 14.959 27.7696 -79.179 
-7.3041 312.779 -5.17385 238.63 -8.13078 18.7123 -20.2222 -2.49471 -15.099 0.4348 15.217 27.6642 -77.6663 
-7.3028 311.968 -5.14878 237.896 -7.77888 18.3558 -20.4093 -2.47336 -14.805 0.33213 15.473 27.5607 -76.1142 
-7.3015 311.153 -5.12166 237.158 -7.42508 17.9981 -20.593 -2.45132 -14.509 0.22933 15.726 27.4593 -74.5151 
-7.3001 310.334 -5.09286 236.418 -7.0683 17.639 -20.7744 -2.42882 -14.211 0.12641 15.977 27.3607 -72.8837 
-7.2988 309.508 -5.06267 235.673 -6.70777 17.2774 -20.9531 -2.40593 -13.91 0.023376 16.226 27.2641 -71.1986 
-7.2975 308.676 -5.03112 234.923 -6.34345 16.9134 -21.1293 -2.38269 -13.606 -0.079746 16.473 27.1696 -69.4626 
-7.2962 307.841 -4.99755 234.171 -5.97731 16.5482 -21.302 -2.35879 -13.3 -0.18295 16.717 27.0773 -67.6908 
-7.2949 307.001 -4.96237 233.415 -5.60828 16.1814 -21.4724 -2.3345 -12.992 -0.28621 16.959 26.988 -65.8808 
-7.2936 306.157 -4.92547 232.656 -5.23663 15.8126 -21.6392 -2.30966 -12.681 -0.38952 17.198 26.9003 -64.0242 
-7.2923 305.308 -4.88698 231.894 -4.86216 15.4422 -21.8036 -2.28444 -12.368 -0.49287 17.435 26.8156 -62.1177 
-7.2909 304.455 -4.84654 231.128 -4.48601 15.0706 -21.9647 -2.25862 -12.053 -0.59624 17.669 26.7333 -60.1941 
-7.2896 303.598 -4.80455 230.36 -4.10714 14.6976 -22.1233 -2.23247 -11.736 -0.69961 17.901 26.6542 -58.2106 
-7.2883 302.736 -4.76091 229.587 -3.72577 14.3224 -22.2784 -2.20582 -11.416 -0.80298 18.13 26.5767 -56.1832 
-7.287 301.87 -4.71578 228.811 -3.34176 13.9458 -22.431 -2.17885 -11.094 -0.90632 18.357 26.5025 -54.1197 
-7.2857 301.002 -4.66857 228.034 -2.95721 13.5689 -22.5805 -2.15131 -10.771 -1.0096 18.581 26.4315 -52.0235 
-7.2844 300.128 -4.62002 227.251 -2.56933 13.1896 -22.7274 -2.12347 -10.445 -1.1129 18.803 26.363 -49.8725 
-7.2831 299.253 -4.56947 226.468 -2.18104 12.81 -22.8712 -2.09509 -10.118 -1.2161 19.022 26.2979 -47.6993 
-7.2817 298.374 -4.51753 225.681 -1.79079 12.4288 -23.0115 -2.06637 -9.7885 -1.3191 19.238 26.2349 -45.4938 
-7.2804 297.492 -4.46393 224.891 -1.39886 12.0465 -23.1494 -2.03729 -9.4574 -1.4221 19.452 26.1756 -43.2429 
-7.2791 296.607 -4.4085 224.1 -1.00623 11.6634 -23.2841 -2.0077 -9.1247 -1.525 19.663 26.1192 -40.9702 
-7.2778 295.72 -4.35129 223.305 -0.612824 11.2792 -23.4155 -1.97763 -8.7902 -1.6278 19.871 26.0656 -38.6554 
-7.2765 294.831 -4.29245 222.51 -0.21888 10.8944 -23.5436 -1.94716 -8.4542 -1.7304 20.076 26.015 -36.3226 
-7.2752 293.94 -4.2322 221.711 0.176424 10.5085 -23.6694 -1.91641 -8.1166 -1.8329 20.279 25.9681 -33.9464 
-7.2739 293.047 -4.17031 220.91 0.571903 10.122 -23.792 -1.88525 -7.7776 -1.9352 20.479 25.9243 -31.5445 
-7.2725 292.152 -4.10681 220.108 0.967437 9.73485 -23.9113 -1.85367 -7.4372 -2.0373 20.676 25.8835 -29.1249 
-7.2712 291.257 -4.04171 219.304 1.3629 9.3471 -24.0274 -1.82168 -7.0954 -2.1392 20.87 25.8458 -26.6779 
-7.2699 290.361 -3.97499 218.5 1.75796 8.95894 -24.1404 -1.78926 -6.7524 -2.2409 21.061 25.8113 -24.2191 
-7.2686 289.463 -3.90726 217.693 2.15358 8.57013 -24.251 -1.75674 -6.4082 -2.3423 21.25 25.7807 -21.7311 
-7.2673 288.565 -3.83772 216.885 2.54823 8.18099 -24.3585 -1.72369 -6.0629 -2.4436 21.436 25.7534 -19.2226 
-7.266 287.667 -3.76705 216.076 2.94239 7.79144 -24.4629 -1.69041 -5.7164 -2.5445 21.619 25.7293 -16.6988 
-7.2646 286.769 -3.69455 215.266 3.33508 7.40175 -24.5641 -1.65659 -5.369 -2.6453 21.799 25.7084 -14.1664 
-7.2633 285.872 -3.62092 214.456 3.72667 7.01196 -24.6622 -1.62251 -5.0207 -2.7457 21.976 25.6909 -11.623 
-7.262 284.975 -3.54596 213.645 4.11687 6.62204 -24.7571 -1.58808 -4.6715 -2.8458 22.15 25.6766 -9.06587 
-7.2607 284.078 -3.46987 212.833 4.50612 6.23185 -24.8499 -1.55343 -4.3215 -2.9457 22.322 25.6665 -6.5026 
-7.2594 283.183 -3.39269 212.021 4.89361 5.84175 -24.9397 -1.51851 -3.9708 -3.0452 22.491 25.6597 -3.93765 
-7.2581 282.289 -3.31423 211.21 5.27905 5.45171 -25.0263 -1.48323 -3.6194 -3.1444 22.657 25.6561 -1.37296 
-7.2568 281.397 -3.23453 210.398 5.66219 5.06185 -25.1099 -1.44759 -3.2674 -3.2433 22.82 25.6559 1.19699 
-7.2554 280.508 -3.15379 209.587 6.04295 4.67226 -25.1905 -1.41166 -2.9149 -3.3418 22.98 25.659 3.76871 
