time lambda_sum beta_sun ra dec x_sun y_sun z_sun x_gc y_gc z_gc dist v_gsr
4.306 299.666 -19.0523 234.057 10.181 25.9213 -45.5078 -18.0868 -27.582 11.139 40.986 55.4077 -98.127 
4.3119 298.841 -19.151 233.424 10.659 24.974 -45.3503 -17.9793 -26.635 10.954 41.037 54.8052 -100.962 
4.3178 297.994 -19.2468 232.771 11.1467 24.0129 -45.1726 -17.8621 -25.67 10.762 41.07 54.187 -103.772 
4.3237 297.124 -19.3421 232.098 11.6468 23.0366 -44.9719 -17.7366 -24.685 10.565 41.083 53.5513 -106.555 
4.329 296.328 -19.4254 231.483 12.102 22.1562 -44.7747 -17.6175 -23.793 10.385 41.078 52.9721 -109.003 
4.3342 295.513 -19.5066 230.85 12.5659 21.2658 -44.5589 -17.4904 -22.887 10.2 41.056 52.3798 -111.433 
4.3395 294.676 -19.5868 230.199 13.0407 20.3645 -44.324 -17.3565 -21.966 10.011 41.017 51.7743 -113.832 
4.3447 293.815 -19.6642 229.527 13.5262 19.4518 -44.0713 -17.2145 -21.03 9.8165 40.962 51.1565 -116.201 
4.35 292.933 -19.7392 228.836 14.0216 18.5306 -43.7982 -17.0646 -20.081 9.6176 40.888 50.5259 -118.542 
4.3546 292.139 -19.8031 228.212 14.4655 17.7153 -43.5434 -16.9272 -19.238 9.4397 40.809 49.9639 -120.556 
4.3592 291.324 -19.8648 227.57 14.9186 16.8923 -43.2733 -16.7836 -18.384 9.2581 40.716 49.3925 -122.537 
4.3638 290.491 -19.9236 226.911 15.3795 16.0639 -42.9866 -16.6333 -17.521 9.0728 40.607 48.8115 -124.49 
4.3684 289.633 -19.9801 226.23 15.8515 15.2269 -42.6843 -16.477 -16.646 8.8838 40.484 48.2214 -126.399 
4.373 288.753 -20.0334 225.528 16.3328 14.3843 -42.3664 -16.3142 -15.762 8.6912 40.346 47.6232 -128.269 
4.3776 287.852 -20.083 224.806 16.823 13.5366 -42.0309 -16.1443 -14.869 8.4948 40.191 47.0156 -130.098 
4.3815 287.058 -20.1228 224.167 17.2523 12.8042 -41.7302 -15.9935 -14.095 8.3235 40.046 46.4882 -131.629 
4.3855 286.245 -20.1599 223.51 17.6897 12.0677 -41.417 -15.8379 -13.314 8.1496 39.889 45.9547 -133.117 
4.3894 285.413 -20.1934 222.834 18.1341 11.328 -41.0906 -15.6768 -12.527 7.9728 39.719 45.415 -134.567 
4.3934 284.561 -20.2233 222.139 18.5864 10.5852 -40.7518 -15.5108 -11.734 7.7934 39.537 44.8703 -135.972 
4.3973 283.688 -20.2493 221.422 19.0467 9.83927 -40.3999 -15.3394 -10.935 7.6112 39.342 44.3199 -137.332 
4.4012 282.793 -20.2714 220.685 19.5152 9.0906 -40.0337 -15.1626 -10.13 7.4264 39.133 43.7635 -138.641 
4.4052 281.875 -20.289 219.923 19.9924 8.33869 -39.6542 -14.9805 -9.3188 7.2388 38.911 43.2019 -139.894 
4.4091 280.934 -20.3015 219.137 20.478 7.58482 -39.2618 -14.7931 -8.5027 7.0486 38.676 42.6363 -141.087 
4.4124 280.131 -20.3079 218.462 20.8888 6.95542 -38.9237 -14.6326 -7.8189 6.888 38.469 42.161 -142.037 
4.4157 279.312 -20.3102 217.77 21.3053 6.32507 -38.5758 -14.4681 -7.1319 6.7255 38.252 41.6824 -142.941 
4.419 278.474 -20.3084 217.058 21.7277 5.694 -38.218 -14.2998 -6.4419 6.5613 38.025 41.201 -143.795 
4.4223 277.618 -20.3021 216.326 22.1557 5.06261 -37.8495 -14.1272 -5.7491 6.3952 37.787 40.716 -144.599 
4.4256 276.743 -20.2909 215.573 22.5898 4.43073 -37.4722 -13.9511 -5.0538 6.2274 37.54 40.2298 -145.351 
4.4288 275.849 -20.2745 214.798 23.0292 3.79916 -37.0834 -13.7705 -4.3561 6.0577 37.281 39.7397 -146.043 
4.4321 274.935 -20.2526 214 23.4746 3.16771 -36.686 -13.5864 -3.6565 5.8864 37.013 39.249 -146.677 
4.4354 274 -20.2247 213.177 23.9251 2.53703 -36.2771 -13.3978 -2.955 5.7132 36.733 38.7552 -147.246 
4.4387 273.045 -20.1906 212.33 24.3811 1.90743 -35.8579 -13.2051 -2.2521 5.5384 36.442 38.2596 -147.75 
4.442 272.068 -20.15 211.457 24.8423 1.27908 -35.4282 -13.0084 -1.548 5.362 36.14 37.7626 -148.186 
4.4453 271.068 -20.1019 210.556 25.3082 0.652345 -34.9884 -12.8075 -0.84309 5.1838 35.827 37.2645 -148.546 
4.4479 270.252 -20.0582 209.815 25.6845 0.152473 -34.6286 -12.6437 -0.27875 5.0402 35.568 36.8649 -148.779 
4.4505 269.421 -20.0093 209.054 26.0636 -0.346023 -34.2623 -12.4774 0.28576 4.8956 35.302 36.4652 -148.959 
4.4532 268.575 -19.955 208.275 26.4452 -0.842724 -33.8887 -12.3081 0.85024 4.7499 35.028 36.0644 -149.094 
4.4558 267.714 -19.8952 207.474 26.8295 -1.33765 -33.5087 -12.1364 1.4145 4.6034 34.747 35.6639 -149.17 
4.4584 266.837 -19.8292 206.652 27.2158 -1.83046 -33.1215 -11.9618 1.9784 4.4558 34.458 35.2628 -149.187 
4.461 265.943 -19.7572 205.809 27.6043 -2.32114 -32.728 -11.7847 2.5417 4.3074 34.162 34.8624 -149.147 
4.4637 265.033 -19.6786 204.942 27.9945 -2.80925 -32.3274 -11.6048 3.1042 4.1581 33.858 34.4619 -149.045 
4.4663 264.107 -19.5932 204.052 28.3861 -3.29461 -31.9196 -11.4222 3.6657 4.0079 33.546 34.0615 -148.874 
4.4689 263.163 -19.5007 203.138 28.7789 -3.77723 -31.5058 -11.2371 4.226 3.857 33.227 33.6623 -148.641 
4.4716 262.203 -19.4007 202.198 29.1723 -4.25639 -31.084 -11.049 4.7848 3.7052 32.899 33.2627 -148.349 
4.4742 261.224 -19.2927 201.232 29.5659 -4.73244 -30.6562 -10.8584 5.342 3.5526 32.564 32.8649 -147.983 
4.4768 260.228 -19.1767 200.239 29.9597 -5.20492 -30.2214 -10.6652 5.8974 3.3994 32.221 32.468 -147.545 
4.4795 259.214 -19.052 199.217 30.3527 -5.67349 -29.7798 -10.4692 6.4506 3.2454 31.87 32.0723 -147.026 
4.4821 258.181 -18.9184 198.167 30.7446 -6.13801 -29.3314 -10.2707 7.0015 3.0908 31.511 31.678 -146.443 
4.4847 257.129 -18.7753 197.086 31.1347 -6.59822 -28.8763 -10.0694 7.5498 2.9355 31.144 31.2853 -145.768 
4.4873 256.058 -18.6226 195.975 31.5226 -7.05398 -28.4144 -9.86562 8.0954 2.7797 30.769 30.8945 -145.02 
4.49 254.968 -18.4598 194.831 31.9075 -7.50492 -27.9459 -9.6593 8.6379 2.6234 30.386 30.5057 -144.188 
4.4926 253.858 -18.286 193.654 32.2883 -7.95109 -27.4717 -9.45055 9.1771 2.4665 29.996 30.1202 -143.273 
4.4952 252.728 -18.1015 192.442 32.6648 -8.39181 -26.9901 -9.2391 9.7128 2.3092 29.597 29.7363 -142.276 
4.4979 251.578 -17.9055 191.195 33.0362 -8.82729 -26.5019 -9.02517 10.245 2.1515 29.19 29.3552 -141.172 
4.4998 250.703 -17.7504 190.237 33.3098 -9.14978 -26.1321 -8.86311 10.641 2.0329 28.88 29.0717 -140.298 
4.5018 249.816 -17.5885 189.258 33.5798 -9.46941 -25.7592 -8.69989 11.035 1.9142 28.566 28.7905 -139.366 
4.5038 248.916 -17.4196 188.256 33.8459 -9.78595 -25.382 -8.53518 11.427 1.7953 28.247 28.5107 -138.372 
4.5057 248.005 -17.2433 187.234 34.1066 -10.0984 -25.001 -8.36893 11.816 1.6762 27.923 28.2323 -137.325 
4.5077 247.084 -17.0594 186.19 34.3613 -10.4073 -24.6179 -8.20169 12.202 1.557 27.596 27.9575 -136.234 
4.5097 246.148 -16.868 185.122 34.6112 -10.7129 -24.2297 -8.03283 12.586 1.4377 27.263 27.6834 -135.069 
4.5117 245.203 -16.6687 184.034 34.8534 -11.0139 -23.8397 -7.86302 12.966 1.3184 26.927 27.4128 -133.866 
4.5136 244.244 -16.4611 182.921 35.0893 -11.3118 -23.4455 -7.69172 13.344 1.1989 26.586 27.1443 -132.59 
4.5156 243.273 -16.2453 181.784 35.3177 -11.6058 -23.0484 -7.5193 13.719 1.0794 26.241 26.8787 -131.254 
4.5176 242.291 -16.021 180.625 35.5372 -11.8948 -22.6475 -7.34542 14.09 0.95986 25.891 26.6149 -129.867 
4.5195 241.297 -15.7879 179.442 35.7478 -12.1803 -22.2447 -7.17065 14.458 0.84032 25.538 26.3553 -128.414 
4.5215 240.289 -15.5459 178.234 35.9492 -12.4616 -21.8378 -6.99454 14.823 0.72079 25.18 26.098 -126.899 
4.5235 239.268 -15.2949 177 36.1408 -12.7391 -21.428 -6.81734 15.185 0.6013 24.818 25.8441 -125.315 
4.5255 238.235 -15.0346 175.743 36.3212 -13.0115 -21.0145 -6.63878 15.543 0.48186 24.451 25.5926 -123.673 
4.5274 237.192 -14.7649 174.462 36.4892 -13.2794 -20.5991 -6.45934 15.897 0.3625 24.081 25.3454 -121.962 
4.5294 236.134 -14.4854 173.156 36.6453 -13.5434 -20.1807 -6.27887 16.248 0.24323 23.707 25.102 -120.189 
4.5314 235.066 -14.1963 171.827 36.7875 -13.8014 -19.7589 -6.09704 16.594 0.12409 23.328 24.861 -118.354 
4.5333 233.984 -13.8972 170.472 36.9164 -14.0555 -19.3341 -5.91422 16.937 0.0050918 22.945 24.624 -116.446 
4.5353 232.889 -13.588 169.094 37.0301 -14.3051 -18.9074 -5.73062 17.276 -0.11374 22.559 24.3919 -114.465 
4.5373 231.785 -13.2687 167.694 37.1274 -14.5488 -18.4782 -5.54593 17.61 -0.2324 22.169 24.1634 -112.432 
4.5393 230.664 -12.9388 166.267 37.2094 -14.7885 -18.045 -5.3601 17.941 -0.35084 21.774 23.9385 -110.313 
4.5412 229.534 -12.5986 164.82 37.2732 -15.0226 -17.6103 -5.17347 18.267 -0.46906 21.376 23.7184 -108.137 
4.5432 228.39 -12.2479 163.35 37.3191 -15.2519 -17.1727 -4.9859 18.589 -0.58702 20.974 23.5028 -105.881 
4.5452 227.234 -11.8865 161.858 37.3461 -15.4765 -16.7333 -4.79765 18.907 -0.70471 20.569 23.2926 -103.56 
4.5471 226.066 -11.5143 160.344 37.3532 -15.6951 -16.2904 -4.60819 19.22 -0.82211 20.159 23.0857 -101.163 
4.5491 224.888 -11.1315 158.813 37.3392 -15.9082 -15.8459 -4.41802 19.528 -0.9392 19.746 22.8841 -98.7041 
4.5511 223.696 -10.7381 157.262 37.3042 -16.1166 -15.3995 -4.22727 19.832 -1.0559 19.33 22.6883 -96.1763 
4.5531 222.496 -10.3338 155.696 37.2462 -16.3183 -14.9508 -4.0355 20.13 -1.1723 18.91 22.4967 -93.5817 
4.555 221.279 -9.91857 154.107 37.1663 -16.5161 -14.4991 -3.843 20.425 -1.2883 18.486 22.3108 -90.8995 
4.557 220.055 -9.49311 152.509 37.062 -16.7076 -14.0469 -3.65004 20.714 -1.4039 18.06 22.131 -88.1773 
4.559 218.818 -9.05659 150.893 36.9335 -16.893 -13.5912 -3.45599 20.998 -1.5191 17.629 21.9553 -85.366 
4.5609 217.572 -8.60982 149.268 36.7799 -17.0731 -13.1348 -3.26154 21.277 -1.6339 17.196 21.7865 -82.5018 
4.5629 216.314 -8.15281 147.629 36.6013 -17.2473 -12.6759 -3.06642 21.551 -1.7481 16.759 21.6229 -79.5569 
4.5649 215.045 -7.68544 145.981 36.3966 -17.416 -12.2153 -2.87068 21.82 -1.8619 16.319 21.4655 -76.5529 
4.5669 213.766 -7.2081 144.324 36.1655 -17.579 -11.753 -2.6744 22.084 -1.9752 15.876 21.3145 -73.4856 
4.5688 212.476 -6.72094 142.661 35.9078 -17.7365 -11.2891 -2.4776 22.343 -2.088 15.43 21.1699 -70.3566 
4.5708 211.179 -6.22447 140.994 35.623 -17.8874 -10.8238 -2.28029 22.596 -2.2002 14.981 21.0313 -67.1689 
4.5728 209.87 -5.71885 139.323 35.3113 -18.0327 -10.3569 -2.08255 22.844 -2.3118 14.529 20.8993 -63.9237 
4.5747 208.556 -5.20455 137.655 34.9721 -18.1717 -9.88949 -1.88445 23.086 -2.4229 14.075 20.7741 -60.6324 
4.5767 207.232 -4.68144 135.985 34.6056 -18.3039 -9.41972 -1.68572 23.322 -2.5333 13.617 20.6544 -57.2805 
4.5787 205.898 -4.15053 134.316 34.2124 -18.4316 -8.94897 -1.48685 23.554 -2.6431 13.157 20.5431 -53.8798 
4.5807 204.558 -3.61162 132.653 33.7916 -18.5519 -8.47707 -1.28742 23.779 -2.7523 12.694 20.4375 -50.4328 
4.5826 203.21 -3.06597 130.995 33.3446 -18.6667 -8.00442 -1.08788 23.999 -2.8608 12.229 20.3396 -46.9516 
4.5846 201.855 -2.51338 129.344 32.871 -18.775 -7.53035 -0.887942 24.213 -2.9686 11.761 20.2483 -43.4231 
4.5866 200.493 -1.95494 127.701 32.3718 -18.8779 -7.05554 -0.687901 24.422 -3.0757 11.291 20.165 -39.8541 
4.5885 199.126 -1.39033 126.069 31.8466 -18.9732 -6.57956 -0.487395 24.624 -3.1821 10.818 20.0876 -36.2609 
4.5905 197.754 -0.821777 124.45 31.2976 -19.0634 -6.10376 -0.287115 24.821 -3.2877 10.344 20.0188 -32.6401 
4.5925 196.375 -0.247951 122.842 30.7238 -19.147 -5.62624 -0.0863637 25.012 -3.3926 9.8667 19.9567 -28.9921 
4.5945 194.993 0.329312 121.248 30.1269 -19.2243 -5.14851 0.114388 25.197 -3.4967 9.3877 19.9021 -25.325 
4.5964 193.606 0.909442 119.669 29.5079 -19.2951 -4.67015 0.315137 25.376 -3.5999 8.9066 19.8548 -21.6417 
4.5984 192.217 1.49254 118.109 28.8669 -19.3587 -4.19166 0.516094 25.548 -3.7024 8.4236 19.8141 -17.9566 
4.6004 190.824 2.077 116.563 28.2056 -19.417 -3.71249 0.716938 25.715 -3.804 7.9387 19.7817 -14.2557 
4.6023 189.428 2.66264 115.035 27.5247 -19.4689 -3.23299 0.917806 25.876 -3.9048 7.452 19.7568 -10.5583 
4.6043 188.031 3.24845 113.526 26.8255 -19.5145 -2.75335 1.11855 26.031 -4.0047 6.9637 19.7395 -6.86437 
4.6063 186.632 3.83389 112.036 26.109 -19.5538 -2.27346 1.31921 26.18 -4.1037 6.4737 19.7297 -3.17768 
4.6083 185.233 4.41893 110.567 25.3757 -19.586 -1.7937 1.5199 26.322 -4.2019 5.9821 19.7266 0.496916 
4.6102 183.833 5.00195 109.117 24.6275 -19.6118 -1.31396 1.72033 26.458 -4.2991 5.4891 19.7309 4.15064 
4.6122 182.432 5.58187 107.686 23.866 -19.6324 -0.833979 1.92044 26.589 -4.3953 4.9947 19.7438 7.78512 
4.6142 181.033 6.1592 106.277 23.0914 -19.6459 -0.354392 2.12042 26.713 -4.4906 4.499 19.7632 11.3933 
4.6161 179.636 6.73307 104.89 22.305 -19.6522 0.12473 2.32015 26.83 -4.5849 4.0021 19.7891 14.9662 
4.6181 178.24 7.30215 103.523 21.5086 -19.6533 0.603788 2.51958 26.942 -4.6783 3.5041 19.8233 18.5092 
4.6201 176.847 7.86666 102.177 20.7025 -19.6473 1.08229 2.71875 27.047 -4.7707 3.005 19.864 22.0111 
4.6221 175.456 8.42523 100.852 19.8887 -19.6351 1.56041 2.91746 27.146 -4.862 2.5049 19.9119 25.4706 
4.624 174.069 8.97816 99.5475 19.0674 -19.6158 2.03779 3.11586 27.238 -4.9523 2.0039 19.966 28.8838 
4.626 172.686 9.52364 98.2638 18.241 -19.5915 2.51474 3.31376 27.325 -5.0416 1.5022 20.0282 32.2465 
4.628 171.306 10.0623 97.0007 17.4094 -19.56 2.99089 3.51124 27.405 -5.1298 0.99968 20.0965 35.5579 
4.6299 169.932 10.5932 95.7581 16.5741 -19.5225 3.46625 3.70826 27.479 -5.217 0.49658 20.1716 38.8122 
4.6319 168.563 11.1162 94.5357 15.736 -19.478 3.94052 3.90467 27.546 -5.303 -0.007009 20.2526 42.0104 
4.6339 167.201 11.6303 93.3344 14.8967 -19.4276 4.41344 4.1005 27.607 -5.388 -0.51059 20.3402 45.1425 
4.6359 165.848 12.1347 92.1544 14.0579 -19.3714 4.88459 4.29553 27.662 -5.4719 -1.0137 20.4344 48.1997 
4.6378 164.503 12.6292 90.9958 13.2205 -19.3095 5.35386 4.48973 27.711 -5.5547 -1.5162 20.5348 51.1818 
4.6398 163.168 13.1132 89.8578 12.3855 -19.2417 5.82116 4.68299 27.754 -5.6363 -2.018 20.6412 54.0871 
4.6418 161.843 13.5878 88.7406 11.5526 -19.1673 6.28612 4.87553 27.79 -5.7169 -2.519 20.7526 56.9172 
4.6438 160.527 14.0519 87.6431 10.7232 -19.0872 6.749 5.0672 27.82 -5.7964 -3.0192 20.8697 59.6699 
4.6457 159.222 14.5044 86.5646 9.89905 -19.0023 7.21009 5.25784 27.845 -5.8747 -3.5186 20.9933 62.3438 
4.6477 157.927 14.9471 85.5055 9.07882 -18.9108 7.66854 5.4477 27.863 -5.952 -4.0169 21.1211 64.9409 
4.6497 156.643 15.378 84.4643 8.2649 -18.8145 8.12511 5.6365 27.876 -6.0281 -4.5143 21.2549 67.4592 
4.6516 155.369 15.7991 83.4413 7.45579 -18.7116 8.57895 5.8245 27.882 -6.1032 -5.0105 21.3927 69.8998 
4.6536 154.107 16.2084 82.4355 6.65404 -18.6041 9.03071 6.0114 27.883 -6.1771 -5.5056 21.5361 72.2634 
4.6556 152.856 16.6069 81.4463 5.85875 -18.4909 9.48011 6.19735 27.878 -6.2499 -5.9996 21.6839 74.5523 
4.6576 151.617 16.9938 80.4739 5.07162 -18.373 9.92714 6.38223 27.868 -6.3216 -6.4922 21.8369 76.7635 
4.6595 150.389 17.3701 79.5171 4.29157 -18.2496 10.3717 6.56614 27.852 -6.3922 -6.9836 21.9939 78.8982 
4.6615 149.173 17.7359 78.5757 3.51901 -18.1205 10.8136 6.74904 27.83 -6.4617 -7.4736 22.1548 80.9621 
4.6635 147.968 18.0913 77.6492 2.75418 -17.9859 11.2528 6.93091 27.802 -6.5301 -7.9621 22.3194 82.9568 
4.6654 146.776 18.4345 76.7374 1.99953 -17.8476 11.69 7.11154 27.77 -6.5973 -8.4492 22.4892 84.8738 
4.6674 145.594 18.7686 75.8392 1.25145 -17.7028 12.124 7.29129 27.731 -6.6635 -8.9348 22.6615 86.7284 
4.6694 144.425 19.0911 74.955 0.513687 -17.5544 12.5559 7.46989 27.688 -6.7286 -9.4189 22.8387 88.5064 
4.6714 143.268 19.4036 74.0836 -0.215675 -17.4004 12.9849 7.6473 27.639 -6.7925 -9.9013 23.0188 90.2207 
4.674 141.743 19.8051 72.9413 -1.17499 -17.1872 13.5526 7.88227 27.565 -6.8761 -10.542 23.2638 92.4061 
4.6766 140.239 20.1886 71.8199 -2.11806 -16.9657 14.1158 8.11525 27.482 -6.9577 -11.18 23.5149 94.4831 
4.6792 138.758 20.5545 70.721 -3.04377 -16.7363 14.6734 8.34602 27.39 -7.0374 -11.814 23.7712 96.4435 
4.6819 137.297 20.9035 69.6413 -3.95321 -16.4986 15.2262 8.57472 27.289 -7.1151 -12.445 24.0326 98.2978 
4.6845 135.856 21.2362 68.5799 -4.84675 -16.2528 15.7743 8.80146 27.179 -7.1909 -13.073 24.2991 100.057 
4.6871 134.438 21.5522 67.5381 -5.72238 -15.9999 16.3169 9.02592 27.061 -7.2648 -13.697 24.5704 101.707 
4.6898 133.039 21.8529 66.5124 -6.58251 -15.7389 16.8548 9.24832 26.934 -7.3367 -14.318 24.8461 103.27 
4.6924 131.659 22.1389 65.502 -7.42758 -15.4696 17.388 9.46876 26.798 -7.4067 -14.936 25.1258 104.751 
4.695 130.3 22.4108 64.509 -8.25625 -15.1927 17.9145 9.68675 26.653 -7.4748 -15.549 25.4082 106.139 
4.6976 128.962 22.6675 63.5309 -9.06794 -14.9095 18.4367 9.90265 26.501 -7.541 -16.159 25.6957 107.444 
4.7003 127.642 22.9113 62.567 -9.86506 -14.6183 18.9533 10.1164 26.34 -7.6054 -16.765 25.9858 108.672 
4.7029 126.344 23.1409 61.6176 -10.645 -14.3211 19.4646 10.3278 26.172 -7.6678 -17.367 26.2798 109.823 
4.7055 125.063 23.3585 60.6805 -11.4111 -14.0159 19.9703 10.537 25.995 -7.7283 -17.965 26.5761 110.899 
4.7082 123.8 23.5641 59.7559 -12.1626 -13.7038 20.4706 10.744 25.81 -7.787 -18.559 26.8751 111.911 
4.7108 122.556 23.7573 58.8438 -12.8985 -13.3856 20.9656 10.9487 25.618 -7.8439 -19.149 27.1773 112.859 
4.7134 121.333 23.9385 57.9446 -13.6184 -13.0616 21.4545 11.1508 25.419 -7.8988 -19.734 27.4817 113.724 
4.716 120.125 24.1091 57.0544 -14.3258 -12.7305 21.9389 11.3511 25.212 -7.952 -20.316 27.789 114.549 
4.7187 118.936 24.2696 56.1763 -15.019 -12.3928 22.4159 11.5486 24.997 -8.0033 -20.892 28.0967 115.306 
4.7213 117.763 24.4196 55.3066 -15.699 -12.0489 22.8887 11.7442 24.775 -8.0528 -21.465 28.4076 116.015 
4.7239 116.609 24.5589 54.4482 -16.3636 -11.7001 23.3557 11.9371 24.547 -8.1004 -22.033 28.7206 116.666 
4.7266 115.469 24.6894 53.5975 -17.0168 -11.3444 23.8171 12.1279 24.311 -8.1463 -22.597 29.0351 117.273 
4.7292 114.346 24.8109 52.7561 -17.6569 -10.9828 24.2724 12.3163 24.068 -8.1904 -23.156 29.3507 117.825 
4.7318 113.241 24.923 51.9241 -18.2831 -10.6165 24.7218 12.502 23.819 -8.2326 -23.71 29.6678 118.333 
4.7344 112.149 25.027 51.0994 -18.8979 -10.2442 25.166 12.6857 23.563 -8.2732 -24.26 29.9867 118.801 
4.7371 111.073 25.123 50.2819 -19.5008 -9.86605 25.6041 12.8669 23.3 -8.3119 -24.805 30.3062 119.22 
4.7397 110.013 25.211 49.4727 -20.0913 -9.48313 26.0363 13.0456 23.031 -8.3489 -25.345 30.6269 119.603 
4.7423 108.968 25.2914 48.671 -20.6697 -9.0954 26.4625 13.2219 22.756 -8.3842 -25.88 30.9485 119.94 
4.745 107.937 25.3641 47.8754 -21.2367 -8.70262 26.8838 13.3958 22.475 -8.4177 -26.411 31.2718 120.252 
4.7482 106.669 25.4456 46.8906 -21.9299 -8.20476 27.4014 13.6098 22.115 -8.4572 -27.067 31.6762 120.58 
4.7515 105.422 25.5172 45.9151 -22.6069 -7.69885 27.9094 13.82 21.745 -8.4941 -27.715 32.0811 120.864 
4.7548 104.197 25.5783 44.9498 -23.2661 -7.1868 28.4083 14.0262 21.367 -8.5283 -28.355 32.4871 121.093 
4.7581 102.992 25.6299 43.9923 -23.9095 -6.66742 28.8989 14.2288 20.98 -8.5599 -28.988 32.8946 121.274 
4.7614 101.807 25.6729 43.0435 -24.5374 -6.14118 29.3791 14.4274 20.584 -8.5889 -29.612 33.3016 121.421 
4.7647 100.641 25.707 42.1022 -25.1499 -5.6086 29.8513 14.6224 20.18 -8.6154 -30.229 33.7101 121.516 
4.768 99.4952 25.733 41.1693 -25.7469 -5.07012 30.3134 14.8133 19.768 -8.6393 -30.837 34.1181 121.568 
4.7712 98.3678 25.7512 40.2433 -26.3295 -4.52553 30.7665 15.0005 19.348 -8.6607 -31.437 34.5264 121.582 
4.7745 97.2579 25.762 39.3236 -26.8982 -3.97482 31.2104 15.1838 18.92 -8.6796 -32.029 34.9348 121.557 
4.7778 96.1669 25.7656 38.4115 -27.4523 -3.41919 31.6446 15.3631 18.485 -8.696 -32.612 35.3426 121.5 
4.7811 95.0934 25.7624 37.5058 -27.9926 -2.85843 32.07 15.5386 18.043 -8.71 -33.187 35.7506 121.406 
4.7844 94.0366 25.7527 36.606 -28.5195 -2.29253 32.4865 15.7104 17.594 -8.7216 -33.754 36.1586 121.282 
4.7877 92.9946 25.7373 35.7108 -29.0348 -1.72076 32.8929 15.8783 17.137 -8.7308 -34.312 36.5654 121.127 
4.791 91.9717 25.7158 34.8235 -29.5357 -1.14603 33.29 16.0422 16.675 -8.7377 -34.861 36.9715 120.937 
4.7942 90.9631 25.6886 33.9405 -30.0247 -0.566158 33.6783 16.2023 16.206 -8.7422 -35.402 37.3773 120.722 
4.7975 89.9699 25.6559 33.0625 -30.5014 0.0178758 34.058 16.3587 15.731 -8.7444 -35.935 37.783 120.47 
4.8008 88.9922 25.6185 32.1901 -30.9663 0.605599 34.4272 16.511 15.25 -8.7443 -36.458 38.1865 120.199 
4.8041 88.0285 25.5762 31.322 -31.4199 1.19747 34.7878 16.6596 14.763 -8.742 -36.973 38.5897 119.894 
4.8074 87.0801 25.5293 30.4594 -31.8615 1.7923 35.139 16.8043 14.271 -8.7375 -37.479 38.9916 119.568 
4.8113 85.961 25.467 29.4307 -32.3764 2.51014 35.5488 16.9729 13.674 -8.7292 -38.075 39.4728 119.143 
4.8153 84.8618 25.3985 28.4085 -32.8753 3.23226 35.9461 17.1362 13.07 -8.7178 -38.659 39.9528 118.672 
4.8192 83.7804 25.3251 27.3918 -33.3601 3.95914 36.3288 17.2939 12.458 -8.7034 -39.229 40.4294 118.188 
4.8232 82.7199 25.2458 26.3827 -33.8284 4.68836 36.6996 17.446 11.841 -8.6859 -39.787 40.9048 117.651 
4.8271 81.6764 25.1619 25.3788 -34.283 5.42158 37.0568 17.5928 11.217 -8.6656 -40.332 41.3777 117.09 
4.8311 80.6519 25.0731 24.3817 -34.7226 6.1569 37.4012 17.7341 10.588 -8.6423 -40.864 41.848 116.497 
4.835 79.6439 24.9799 23.3897 -35.1488 6.89548 37.7332 17.8703 9.953 -8.6163 -41.384 42.3165 115.877 
4.8389 78.6535 24.8824 22.4039 -35.5608 7.63576 38.0524 18.0009 9.3134 -8.5874 -41.891 42.7823 115.217 
4.8429 77.6797 24.781 21.424 -35.9596 8.37782 38.3587 18.1262 8.6691 -8.5558 -42.385 43.2451 114.535 
4.8468 76.7222 24.6758 20.4498 -36.3452 9.12139 38.6531 18.2465 8.0206 -8.5216 -42.867 43.7058 113.822 
4.8508 75.7809 24.5675 19.4819 -36.7181 9.86562 38.9339 18.3612 7.3683 -8.4848 -43.335 44.1623 113.085 
4.8547 74.8549 24.4558 18.5193 -37.0783 10.6109 39.203 18.4708 6.7123 -8.4454 -43.791 44.6165 112.325 
4.8587 73.9442 24.3408 17.5624 -37.4261 11.3567 39.4604 18.5754 6.0531 -8.4035 -44.235 45.0682 111.532 
4.8626 73.0483 24.2232 16.6114 -37.7622 12.1023 39.7044 18.6746 5.391 -8.3591 -44.665 45.5153 110.713 
4.8672 72.0216 24.0824 15.5093 -38.1393 12.972 39.975 18.7842 4.6154 -8.3044 -45.152 46.0339 109.725 
4.8718 71.0142 23.9383 14.4151 -38.5007 13.841 40.2295 18.8869 3.8368 -8.2465 -45.622 46.5479 108.703 
4.8764 70.0253 23.7912 13.3286 -38.8473 14.7086 40.467 18.9826 3.0556 -8.1855 -46.074 47.056 107.651 
4.881 69.0548 23.6412 12.2504 -39.1789 15.5746 40.6896 19.0719 2.2725 -8.1216 -46.51 47.5599 106.565 
4.8856 68.1021 23.4885 11.18 -39.4961 16.4384 40.8963 19.1544 1.4878 -8.0547 -46.929 48.0585 105.45 
4.8902 67.1668 23.3335 10.1179 -39.7994 17.2995 41.0872 19.2304 0.70213 -7.9851 -47.331 48.5515 104.304 
4.8948 66.2482 23.1764 9.06386 -40.0891 18.1576 41.2626 19.2998 -0.0842 -7.9127 -47.716 49.0386 103.128 
4.8994 65.3461 23.0172 8.01811 -40.3655 19.0123 41.4234 19.3629 -0.87069 -7.8377 -48.085 49.5206 101.924 
